"spoon.reflect.visitor.CtScanner#visitCtArrayWrite(spoon.reflect.code.CtArrayWrite)::arrayWrite","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::arrayWrite"
"spoon.reflect.visitor.CtScanner#visitCtArrayWrite(spoon.reflect.code.CtArrayWrite)::arrayWrite","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::arrayWrite"
"spoon.reflect.visitor.CtScanner#visitCtAssert(spoon.reflect.code.CtAssert)::1","spoon.reflect.visitor.CtScanner#visitCtAssert(spoon.reflect.code.CtAssert)::asserted"
"spoon.reflect.visitor.CtScanner#visitCtAssert(spoon.reflect.code.CtAssert)::asserted","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::asserted"
"spoon.reflect.visitor.CtScanner#visitCtAssert(spoon.reflect.code.CtAssert)::asserted","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::asserted"
"spoon.reflect.visitor.CtScanner#visitCtAssignment(spoon.reflect.code.CtAssignment)::1","spoon.reflect.visitor.CtScanner#visitCtAssignment(spoon.reflect.code.CtAssignment)::assignement"
"spoon.reflect.visitor.CtScanner#visitCtAssignment(spoon.reflect.code.CtAssignment)::assignement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::assignement"
"spoon.reflect.visitor.CtScanner#visitCtAssignment(spoon.reflect.code.CtAssignment)::assignement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::assignement"
"spoon.reflect.visitor.CtScanner#visitCtAssignment(spoon.reflect.code.CtAssignment)::spoon.reflect.code.CtVariableRead#class","spoon.reflect.declaration.CtElement#getElements(spoon.reflect.visitor.Filter)::spoon.reflect.visitor.filter.TypeFilter#TypeFilter(java.lang.Class)"
"spoon.reflect.visitor.CtScanner#visitCtBinaryOperator(spoon.reflect.code.CtBinaryOperator)::1","spoon.reflect.visitor.CtScanner#visitCtBinaryOperator(spoon.reflect.code.CtBinaryOperator)::operator"
"spoon.reflect.visitor.CtScanner#visitCtBinaryOperator(spoon.reflect.code.CtBinaryOperator)::operator","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::operator"
"spoon.reflect.visitor.CtScanner#visitCtBinaryOperator(spoon.reflect.code.CtBinaryOperator)::operator","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::operator"
"spoon.reflect.visitor.CtScanner#visitCtBlock(spoon.reflect.code.CtBlock)::1","spoon.reflect.visitor.CtScanner#visitCtBlock(spoon.reflect.code.CtBlock)::block"
"spoon.reflect.visitor.CtScanner#visitCtBlock(spoon.reflect.code.CtBlock)::block","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::block"
"spoon.reflect.visitor.CtScanner#visitCtBlock(spoon.reflect.code.CtBlock)::block","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::block"
"spoon.reflect.visitor.CtScanner#visitCtBreak(spoon.reflect.code.CtBreak)::1","spoon.reflect.visitor.CtScanner#visitCtBreak(spoon.reflect.code.CtBreak)::breakStatement"
"spoon.reflect.visitor.CtScanner#visitCtBreak(spoon.reflect.code.CtBreak)::breakStatement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::breakStatement"
"spoon.reflect.visitor.CtScanner#visitCtBreak(spoon.reflect.code.CtBreak)::breakStatement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::breakStatement"
"spoon.reflect.visitor.CtScanner#visitCtCase(spoon.reflect.code.CtCase)::1","spoon.reflect.visitor.CtScanner#visitCtCase(spoon.reflect.code.CtCase)::caseStatement"
"spoon.reflect.visitor.CtScanner#visitCtCase(spoon.reflect.code.CtCase)::caseStatement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::caseStatement"
"spoon.reflect.visitor.CtScanner#visitCtCase(spoon.reflect.code.CtCase)::caseStatement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::caseStatement"
"spoon.reflect.visitor.CtScanner#visitCtCatch(spoon.reflect.code.CtCatch)::1","spoon.reflect.visitor.CtScanner#visitCtCatch(spoon.reflect.code.CtCatch)::catchBlock"
"spoon.reflect.visitor.CtScanner#visitCtCatch(spoon.reflect.code.CtCatch)::catchBlock","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::catchBlock"
"spoon.reflect.visitor.CtScanner#visitCtCatch(spoon.reflect.code.CtCatch)::catchBlock","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::catchBlock"
"spoon.reflect.visitor.CtScanner#visitCtCatchVariable(spoon.reflect.code.CtCatchVariable)::1","spoon.reflect.visitor.CtScanner#visitCtCatchVariable(spoon.reflect.code.CtCatchVariable)::catchVariable"
"spoon.reflect.visitor.CtScanner#visitCtCatchVariable(spoon.reflect.code.CtCatchVariable)::catchVariable","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::catchVariable"
"spoon.reflect.visitor.CtScanner#visitCtCatchVariable(spoon.reflect.code.CtCatchVariable)::catchVariable","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::catchVariable"
"spoon.reflect.visitor.CtScanner#visitCtCatchVariableReference(spoon.reflect.reference.CtCatchVariableReference)::1","spoon.reflect.visitor.CtScanner#visitCtCatchVariableReference(spoon.reflect.reference.CtCatchVariableReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtCatchVariableReference(spoon.reflect.reference.CtCatchVariableReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtCatchVariableReference(spoon.reflect.reference.CtCatchVariableReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtClass(spoon.reflect.declaration.CtClass)::1","spoon.reflect.visitor.CtScanner#visitCtClass(spoon.reflect.declaration.CtClass)::ctClass"
"spoon.reflect.visitor.CtScanner#visitCtClass(spoon.reflect.declaration.CtClass)::ctClass","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::ctClass"
"spoon.reflect.visitor.CtScanner#visitCtClass(spoon.reflect.declaration.CtClass)::ctClass","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::ctClass"
"spoon.reflect.visitor.CtScanner#visitCtCodeSnippetExpression(spoon.reflect.code.CtCodeSnippetExpression)::1","spoon.reflect.visitor.CtScanner#visitCtCodeSnippetExpression(spoon.reflect.code.CtCodeSnippetExpression)::expression"
"spoon.reflect.visitor.CtScanner#visitCtCodeSnippetExpression(spoon.reflect.code.CtCodeSnippetExpression)::expression","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::expression"
"spoon.reflect.visitor.CtScanner#visitCtCodeSnippetExpression(spoon.reflect.code.CtCodeSnippetExpression)::expression","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::expression"
"spoon.reflect.visitor.CtScanner#visitCtCodeSnippetStatement(spoon.reflect.code.CtCodeSnippetStatement)::1","spoon.reflect.visitor.CtScanner#visitCtCodeSnippetStatement(spoon.reflect.code.CtCodeSnippetStatement)::statement"
"spoon.reflect.visitor.CtScanner#visitCtCodeSnippetStatement(spoon.reflect.code.CtCodeSnippetStatement)::statement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::statement"
"spoon.reflect.visitor.CtScanner#visitCtCodeSnippetStatement(spoon.reflect.code.CtCodeSnippetStatement)::statement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::statement"
"spoon.reflect.visitor.CtScanner#visitCtComment(spoon.reflect.code.CtComment)::1","spoon.reflect.visitor.CtScanner#visitCtComment(spoon.reflect.code.CtComment)::comment"
"spoon.reflect.visitor.CtScanner#visitCtComment(spoon.reflect.code.CtComment)::comment","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::comment"
"spoon.reflect.visitor.CtScanner#visitCtComment(spoon.reflect.code.CtComment)::comment","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::comment"
"spoon.reflect.visitor.CtScanner#visitCtConditional(spoon.reflect.code.CtConditional)::1","spoon.reflect.visitor.CtScanner#visitCtConditional(spoon.reflect.code.CtConditional)::conditional"
"spoon.reflect.visitor.CtScanner#visitCtConditional(spoon.reflect.code.CtConditional)::conditional","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::conditional"
"spoon.reflect.visitor.CtScanner#visitCtConditional(spoon.reflect.code.CtConditional)::conditional","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::conditional"
"spoon.reflect.visitor.CtScanner#visitCtConstructor(spoon.reflect.declaration.CtConstructor)::1","spoon.reflect.visitor.CtScanner#visitCtConstructor(spoon.reflect.declaration.CtConstructor)::c"
"spoon.reflect.visitor.CtScanner#visitCtConstructor(spoon.reflect.declaration.CtConstructor)::c","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::c"
"spoon.reflect.visitor.CtScanner#visitCtConstructor(spoon.reflect.declaration.CtConstructor)::c","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::c"
"spoon.reflect.visitor.CtScanner#visitCtConstructorCall(spoon.reflect.code.CtConstructorCall)::1","spoon.reflect.visitor.CtScanner#visitCtConstructorCall(spoon.reflect.code.CtConstructorCall)::ctConstructorCall"
"spoon.reflect.visitor.CtScanner#visitCtConstructorCall(spoon.reflect.code.CtConstructorCall)::ctConstructorCall","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::ctConstructorCall"
"spoon.reflect.visitor.CtScanner#visitCtConstructorCall(spoon.reflect.code.CtConstructorCall)::ctConstructorCall","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::ctConstructorCall"
"spoon.reflect.visitor.CtScanner#visitCtContinue(spoon.reflect.code.CtContinue)::1","spoon.reflect.visitor.CtScanner#visitCtContinue(spoon.reflect.code.CtContinue)::continueStatement"
"spoon.reflect.visitor.CtScanner#visitCtContinue(spoon.reflect.code.CtContinue)::continueStatement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::continueStatement"
"spoon.reflect.visitor.CtScanner#visitCtContinue(spoon.reflect.code.CtContinue)::continueStatement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::continueStatement"
"spoon.reflect.visitor.CtScanner#visitCtDo(spoon.reflect.code.CtDo)::1","spoon.reflect.visitor.CtScanner#visitCtDo(spoon.reflect.code.CtDo)::doLoop"
"spoon.reflect.visitor.CtScanner#visitCtDo(spoon.reflect.code.CtDo)::doLoop","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::doLoop"
"spoon.reflect.visitor.CtScanner#visitCtDo(spoon.reflect.code.CtDo)::doLoop","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::doLoop"
"spoon.reflect.visitor.CtScanner#visitCtEnum(spoon.reflect.declaration.CtEnum)::1","spoon.reflect.visitor.CtScanner#visitCtEnum(spoon.reflect.declaration.CtEnum)::ctEnum"
"spoon.reflect.visitor.CtScanner#visitCtEnum(spoon.reflect.declaration.CtEnum)::ctEnum","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::ctEnum"
"spoon.reflect.visitor.CtScanner#visitCtEnum(spoon.reflect.declaration.CtEnum)::ctEnum","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::ctEnum"
"spoon.reflect.visitor.CtScanner#visitCtEnumValue(spoon.reflect.declaration.CtEnumValue)::1","spoon.reflect.visitor.CtScanner#visitCtEnumValue(spoon.reflect.declaration.CtEnumValue)::enumValue"
"spoon.reflect.visitor.CtScanner#visitCtEnumValue(spoon.reflect.declaration.CtEnumValue)::enumValue","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::enumValue"
"spoon.reflect.visitor.CtScanner#visitCtEnumValue(spoon.reflect.declaration.CtEnumValue)::enumValue","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::enumValue"
"spoon.reflect.visitor.CtScanner#visitCtExecutableReference(spoon.reflect.reference.CtExecutableReference)::1","spoon.reflect.visitor.CtScanner#visitCtExecutableReference(spoon.reflect.reference.CtExecutableReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtExecutableReference(spoon.reflect.reference.CtExecutableReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtExecutableReference(spoon.reflect.reference.CtExecutableReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtExecutableReferenceExpression(spoon.reflect.code.CtExecutableReferenceExpression)::1","spoon.reflect.visitor.CtScanner#visitCtExecutableReferenceExpression(spoon.reflect.code.CtExecutableReferenceExpression)::expression"
"spoon.reflect.visitor.CtScanner#visitCtExecutableReferenceExpression(spoon.reflect.code.CtExecutableReferenceExpression)::expression","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::expression"
"spoon.reflect.visitor.CtScanner#visitCtExecutableReferenceExpression(spoon.reflect.code.CtExecutableReferenceExpression)::expression","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::expression"
"spoon.reflect.visitor.CtScanner#visitCtField(spoon.reflect.declaration.CtField)::1","spoon.reflect.visitor.CtScanner#visitCtField(spoon.reflect.declaration.CtField)::f"
"spoon.reflect.visitor.CtScanner#visitCtField(spoon.reflect.declaration.CtField)::f","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::f"
"spoon.reflect.visitor.CtScanner#visitCtField(spoon.reflect.declaration.CtField)::f","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::f"
"spoon.reflect.visitor.CtScanner#visitCtFieldRead(spoon.reflect.code.CtFieldRead)::1","spoon.reflect.visitor.CtScanner#visitCtFieldRead(spoon.reflect.code.CtFieldRead)::fieldRead"
"spoon.reflect.visitor.CtScanner#visitCtFieldRead(spoon.reflect.code.CtFieldRead)::fieldRead","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::fieldRead"
"spoon.reflect.visitor.CtScanner#visitCtFieldRead(spoon.reflect.code.CtFieldRead)::fieldRead","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::fieldRead"
"spoon.reflect.visitor.CtScanner#visitCtFieldReference(spoon.reflect.reference.CtFieldReference)::1","spoon.reflect.visitor.CtScanner#visitCtFieldReference(spoon.reflect.reference.CtFieldReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtFieldReference(spoon.reflect.reference.CtFieldReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtFieldReference(spoon.reflect.reference.CtFieldReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtFieldWrite(spoon.reflect.code.CtFieldWrite)::1","spoon.reflect.visitor.CtScanner#visitCtFieldWrite(spoon.reflect.code.CtFieldWrite)::fieldWrite"
"spoon.reflect.visitor.CtScanner#visitCtFieldWrite(spoon.reflect.code.CtFieldWrite)::fieldWrite","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::fieldWrite"
"spoon.reflect.visitor.CtScanner#visitCtFieldWrite(spoon.reflect.code.CtFieldWrite)::fieldWrite","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::fieldWrite"
"spoon.reflect.visitor.CtScanner#visitCtFor(spoon.reflect.code.CtFor)::1","spoon.reflect.visitor.CtScanner#visitCtFor(spoon.reflect.code.CtFor)::forLoop"
"spoon.reflect.visitor.CtScanner#visitCtFor(spoon.reflect.code.CtFor)::forLoop","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::forLoop"
"spoon.reflect.visitor.CtScanner#visitCtFor(spoon.reflect.code.CtFor)::forLoop","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::forLoop"
"spoon.reflect.visitor.CtScanner#visitCtForEach(spoon.reflect.code.CtForEach)::1","spoon.reflect.visitor.CtScanner#visitCtForEach(spoon.reflect.code.CtForEach)::foreach"
"spoon.reflect.visitor.CtScanner#visitCtForEach(spoon.reflect.code.CtForEach)::foreach","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::foreach"
"spoon.reflect.visitor.CtScanner#visitCtForEach(spoon.reflect.code.CtForEach)::foreach","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::foreach"
"spoon.reflect.visitor.CtScanner#visitCtIf(spoon.reflect.code.CtIf)::1","spoon.reflect.visitor.CtScanner#visitCtIf(spoon.reflect.code.CtIf)::ifElement"
"spoon.reflect.visitor.CtScanner#visitCtIf(spoon.reflect.code.CtIf)::ifElement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::ifElement"
"spoon.reflect.visitor.CtScanner#visitCtIf(spoon.reflect.code.CtIf)::ifElement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::ifElement"
"spoon.reflect.visitor.CtScanner#visitCtInterface(spoon.reflect.declaration.CtInterface)::1","spoon.reflect.visitor.CtScanner#visitCtInterface(spoon.reflect.declaration.CtInterface)::intrface"
"spoon.reflect.visitor.CtScanner#visitCtInterface(spoon.reflect.declaration.CtInterface)::intrface","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::intrface"
"spoon.reflect.visitor.CtScanner#visitCtInterface(spoon.reflect.declaration.CtInterface)::intrface","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::intrface"
"spoon.reflect.visitor.CtScanner#visitCtIntersectionTypeReference(spoon.reflect.reference.CtIntersectionTypeReference)::1","spoon.reflect.visitor.CtScanner#visitCtIntersectionTypeReference(spoon.reflect.reference.CtIntersectionTypeReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtIntersectionTypeReference(spoon.reflect.reference.CtIntersectionTypeReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtIntersectionTypeReference(spoon.reflect.reference.CtIntersectionTypeReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtInvocation(spoon.reflect.code.CtInvocation)::1","spoon.reflect.visitor.CtScanner#visitCtInvocation(spoon.reflect.code.CtInvocation)::invocation"
"spoon.reflect.visitor.CtScanner#visitCtInvocation(spoon.reflect.code.CtInvocation)::invocation","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::invocation"
"spoon.reflect.visitor.CtScanner#visitCtInvocation(spoon.reflect.code.CtInvocation)::invocation","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::invocation"
"spoon.reflect.visitor.CtScanner#visitCtLambda(spoon.reflect.code.CtLambda)::1","spoon.reflect.visitor.CtScanner#visitCtLambda(spoon.reflect.code.CtLambda)::lambda"
"spoon.reflect.visitor.CtScanner#visitCtLambda(spoon.reflect.code.CtLambda)::lambda","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::lambda"
"spoon.reflect.visitor.CtScanner#visitCtLambda(spoon.reflect.code.CtLambda)::lambda","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::lambda"
"spoon.reflect.visitor.CtScanner#visitCtLiteral(spoon.reflect.code.CtLiteral)::1","spoon.reflect.visitor.CtScanner#visitCtLiteral(spoon.reflect.code.CtLiteral)::literal"
"spoon.reflect.visitor.CtScanner#visitCtLiteral(spoon.reflect.code.CtLiteral)::literal","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::literal"
"spoon.reflect.visitor.CtScanner#visitCtLiteral(spoon.reflect.code.CtLiteral)::literal","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::literal"
"spoon.reflect.visitor.CtScanner#visitCtLocalVariable(spoon.reflect.code.CtLocalVariable)::1","spoon.reflect.visitor.CtScanner#visitCtLocalVariable(spoon.reflect.code.CtLocalVariable)::localVariable"
"spoon.reflect.visitor.CtScanner#visitCtLocalVariable(spoon.reflect.code.CtLocalVariable)::localVariable","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::localVariable"
"spoon.reflect.visitor.CtScanner#visitCtLocalVariable(spoon.reflect.code.CtLocalVariable)::localVariable","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::localVariable"
"spoon.reflect.visitor.CtScanner#visitCtLocalVariableReference(spoon.reflect.reference.CtLocalVariableReference)::1","spoon.reflect.visitor.CtScanner#visitCtLocalVariableReference(spoon.reflect.reference.CtLocalVariableReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtLocalVariableReference(spoon.reflect.reference.CtLocalVariableReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtLocalVariableReference(spoon.reflect.reference.CtLocalVariableReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtMethod(spoon.reflect.declaration.CtMethod)::1","spoon.reflect.visitor.CtScanner#visitCtMethod(spoon.reflect.declaration.CtMethod)::m"
"spoon.reflect.visitor.CtScanner#visitCtMethod(spoon.reflect.declaration.CtMethod)::m","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::m"
"spoon.reflect.visitor.CtScanner#visitCtMethod(spoon.reflect.declaration.CtMethod)::m","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::m"
"spoon.reflect.visitor.CtScanner#visitCtNewArray(spoon.reflect.code.CtNewArray)::1","spoon.reflect.visitor.CtScanner#visitCtNewArray(spoon.reflect.code.CtNewArray)::newArray"
"spoon.reflect.visitor.CtScanner#visitCtNewArray(spoon.reflect.code.CtNewArray)::newArray","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::newArray"
"spoon.reflect.visitor.CtScanner#visitCtNewArray(spoon.reflect.code.CtNewArray)::newArray","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::newArray"
"spoon.reflect.visitor.CtScanner#visitCtNewClass(spoon.reflect.code.CtNewClass)::1","spoon.reflect.visitor.CtScanner#visitCtNewClass(spoon.reflect.code.CtNewClass)::newClass"
"spoon.reflect.visitor.CtScanner#visitCtNewClass(spoon.reflect.code.CtNewClass)::newClass","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::newClass"
"spoon.reflect.visitor.CtScanner#visitCtNewClass(spoon.reflect.code.CtNewClass)::newClass","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::newClass"
"spoon.reflect.visitor.CtScanner#visitCtOperatorAssignment(spoon.reflect.code.CtOperatorAssignment)::1","spoon.reflect.visitor.CtScanner#visitCtOperatorAssignment(spoon.reflect.code.CtOperatorAssignment)::assignment"
"spoon.reflect.visitor.CtScanner#visitCtOperatorAssignment(spoon.reflect.code.CtOperatorAssignment)::assignment","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::assignment"
"spoon.reflect.visitor.CtScanner#visitCtOperatorAssignment(spoon.reflect.code.CtOperatorAssignment)::assignment","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::assignment"
"spoon.reflect.visitor.CtScanner#visitCtPackage(spoon.reflect.declaration.CtPackage)::1","spoon.reflect.visitor.CtScanner#visitCtPackage(spoon.reflect.declaration.CtPackage)::ctPackage"
"spoon.reflect.visitor.CtScanner#visitCtPackage(spoon.reflect.declaration.CtPackage)::ctPackage","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::ctPackage"
"spoon.reflect.visitor.CtScanner#visitCtPackage(spoon.reflect.declaration.CtPackage)::ctPackage","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::ctPackage"
"spoon.reflect.visitor.CtScanner#visitCtPackageReference(spoon.reflect.reference.CtPackageReference)::1","spoon.reflect.visitor.CtScanner#visitCtPackageReference(spoon.reflect.reference.CtPackageReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtPackageReference(spoon.reflect.reference.CtPackageReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtPackageReference(spoon.reflect.reference.CtPackageReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtParameter(spoon.reflect.declaration.CtParameter)::1","spoon.reflect.visitor.CtScanner#visitCtParameter(spoon.reflect.declaration.CtParameter)::parameter"
"spoon.reflect.visitor.CtScanner#visitCtParameter(spoon.reflect.declaration.CtParameter)::parameter","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::parameter"
"spoon.reflect.visitor.CtScanner#visitCtParameter(spoon.reflect.declaration.CtParameter)::parameter","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::parameter"
"spoon.reflect.visitor.CtScanner#visitCtParameterReference(spoon.reflect.reference.CtParameterReference)::1","spoon.reflect.visitor.CtScanner#visitCtParameterReference(spoon.reflect.reference.CtParameterReference)::reference"
"spoon.reflect.visitor.CtScanner#visitCtParameterReference(spoon.reflect.reference.CtParameterReference)::reference","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtParameterReference(spoon.reflect.reference.CtParameterReference)::reference","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::reference"
"spoon.reflect.visitor.CtScanner#visitCtReturn(spoon.reflect.code.CtReturn)::1","spoon.reflect.visitor.CtScanner#visitCtReturn(spoon.reflect.code.CtReturn)::returnStatement"
"spoon.reflect.visitor.CtScanner#visitCtReturn(spoon.reflect.code.CtReturn)::returnStatement","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::returnStatement"
"spoon.reflect.visitor.CtScanner#visitCtReturn(spoon.reflect.code.CtReturn)::returnStatement","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::returnStatement"
"spoon.reflect.visitor.CtScanner#visitCtStatementList(spoon.reflect.code.CtStatementList)::1","spoon.reflect.visitor.CtScanner#visitCtStatementList(spoon.reflect.code.CtStatementList)::statements"
"spoon.reflect.visitor.CtScanner#visitCtStatementList(spoon.reflect.code.CtStatementList)::statements","spoon.reflect.visitor.CtScanner#enter(spoon.reflect.declaration.CtElement)::statements"
"spoon.reflect.visitor.CtScanner#visitCtStatementList(spoon.reflect.code.CtStatementList)::statements","spoon.reflect.visitor.CtScanner#exit(spoon.reflect.declaration.CtElement)::statements"
"spoon.reflect.visitor.CtScanner#visitCtSuperAccess(spoon.reflect.code.CtSuperAccess)::1","spoon.reflect.visitor.CtScanner#visitCtSuperAccess(spoon.reflect.code.CtSuperAccess)::f"
